"","lon","lat","MunicipalityID","COD_DANE","Department Name","Municipality Name","Rural Population","Urban Population","Total Population"
"1","-75.45215189","5.795307338","11832",5002,"ANTIOQUIA","ABEJORRAL","13978","6271","20249"
"2","-73.18507643","8.000049161","12110",54003,"NORTE DE SANTANDER","ABREGO","20119","14373","34492"
"3","-76.09037117","6.625740004","11844",5004,"ANTIOQUIA","ABRIAQUI","1832","858","2690"
"4","-73.78019959","4.009280924","12026",50006,"META","ACACIAS","9444","44775","54219"
"5","-77.30205342","8.406570601","12331",27006,"CHOCO","ACANDI","5348","5107","10455"
"6","-75.97069794","1.68855115","12688",41006,"HUILA","ACEVEDO","21828","4556","26384"
"7","-74.50647611","8.585479546","11654",13006,"BOLIVAR","ACHI","16320","3324","19644"
"8","-75.74884275","2.283488874","11874",41013,"HUILA","AGRADO","3903","4586","8489"
"9","-74.68999905","4.358418893","11975",25001,"CUNDINAMARCA","AGUA DE DIOS","2750","9072","11822"
"10","-73.62439764","8.243963259","11891",20011,"CESAR","AGUACHICA","13296","69039","82335"
"11","-73.52746038","6.160192527","11979",68013,"SANTANDER","AGUADA","1884","233","2117"
"12","-75.48740396","5.590258673","12034",17013,"CALDAS","AGUADAS","14041","10267","24308"
"13","-72.5716454","5.099226116","12099",85010,"CASANARE","AGUAZUL","7916","20411","28327"
"14","-73.26929475","9.930926218","12497",20013,"CESAR","AGUSTIN CODAZZI","15404","38565","53969"
"15","-75.38144319","3.253804021","12418",41016,"HUILA","AIPE","7639","12144","19783"
"16","-74.46906841","4.884489565","12577",25019,"CUNDINAMARCA","ALBAN","4361","1591","5952"
"17","-73.8645864","5.770643249","11659",68020,"SANTANDER","ALBANIA","4035","438","4473"
"18","-75.81448044","4.651210452","12032",76020,"VALLE DEL CAUCA","ALCALA","8265","9303","17568"
"19","-77.73490699","0.912045058","12557",52022,"NARINO","ALDANA","5079","1771","6850"
"20","-75.11498943","6.35254241","11965",5021,"ANTIOQUIA","ALEJANDRIA","1920","1896","3816"
"21","-74.11994676","10.26620174","11798",47030,"MAGDALENA","ALGARROBO","4414","7364","11778"
"22","-75.2334172","2.544756782","11989",41020,"HUILA","ALGECIRAS","9587","13840","23427"
"23","-76.88272375","1.90887056","12251",19022,"CAUCA","ALMAGUER","18812","1651","20463"
"24","-73.41130827","4.92260471","12476",15022,"BOYACA","ALMEIDA","1985","309","2294"
"25","-74.96218186","3.37460345","12585",73024,"TOLIMA","ALPUJARRA","3352","1822","5174"
"26","-75.80446038","2.054972968","11790",41026,"HUILA","ALTAMIRA","1175","2416","3591"
"27","-77.07600707","5.629387079","12385",27025,"CHOCO","ALTO BAUDO","22739","6222","28961"
"28","-74.23005065","8.738882048","12115",13030,"BOLIVAR","ALTOS DEL ROSARIO","5984","5373","11357"
"29","-75.0141733","4.571737631","12483",73026,"TOLIMA","ALVARADO","5814","3158","8972"
"30","-75.7213444","6.023782944","12094",5030,"ANTIOQUIA","AMAGA","13085","14070","27155"
"31","-74.99203561","6.979028692","11572",5031,"ANTIOQUIA","AMALFI","9589","10936","20525"
"32","-74.83491515","4.806445721","12686",73030,"TOLIMA","AMBALEMA","1864","5810","7674"
"33","-74.54687502","4.543652027","12578",25035,"CUNDINAMARCA","ANAPOIMA","6638","4865","11503"
"34","-77.56931136","1.273410927","12119",52036,"NARINO","ANCUYA","7119","1872","8991"
"35","-76.14317889","4.113758276","12330",76036,"VALLE DEL CAUCA","ANDALUCIA","4078","14058","18136"
"36","-75.96883112","5.601480103","11852",5034,"ANTIOQUIA","ANDES","22415","19176","41591"
"37","-75.72765722","6.123186721","12253",5036,"ANTIOQUIA","ANGELOPOLIS","3491","4150","7641"
"38","-75.36101888","6.858287079","11635",5038,"ANTIOQUIA","ANGOSTURA","10423","2096","12519"
"39","-74.48412091","4.776206554","12627",25040,"CUNDINAMARCA","ANOLAIMA","9343","3967","13310"
"40","-75.12182054","7.177462831","12024",5040,"ANTIOQUIA","ANORI","9736","5280","15016"
"41","-75.79168868","5.204270289","12195",17042,"CALDAS","ANSERMA","14763","20334","35097"
"42","-76.09142601","4.78415938","11851",76041,"VALLE DEL CAUCA","ANSERMANUEVO","8980","11712","20692"
"43","-75.92121123","6.305319954","11845",5044,"ANTIOQUIA","ANZA","6260","1155","7415"
"44","-75.22090727","4.623652228","11818",73043,"TOLIMA","ANZOATEGUI","14377","2045","16422"
"45","-76.57313265","7.904052362","12610",5045,"ANTIOQUIA","APARTADO","19518","111887","131405"
"46","-76.03788967","5.121155229","11963",66045,"RISARALDA","APIA","10358","7156","17514"
"47","-74.59773307","4.509010325","12526",25599,"CUNDINAMARCA","APULO","4670","3152","7822"
"48","-72.9019151","5.403409973","11997",15047,"BOYACA","AQUITANIA","10762","5830","16592"
"49","-73.91346719","10.62245741","11683",47053,"MAGDALENA","ARACATACA","15626","19894","35520"
"50","-75.50983745","5.255188466","11762",17050,"CALDAS","ARANZAZU","5948","6867","12815"
"51","-73.02877079","6.704501268","11824",68051,"SANTANDER","ARATOCA","6188","2207","8395"
"52","-70.54598851","6.795668129","12037",81001,"ARAUCA","ARAUCA","12923","62634","75557"
"53","-71.2966662","6.764328096","12305",81065,"ARAUCA","ARAUQUITA","21667","15078","36745"
"54","-74.41464222","4.212504192","11914",25053,"CUNDINAMARCA","ARBELAEZ","7107","4699","11806"
"55","-77.16345944","1.494103107","12213",52051,"NARINO","ARBOLEDA","6414","1029","7443"
"56","-72.89673244","7.59050211","11719",54051,"NORTE DE SANTANDER","ARBOLEDAS","6971","2299","9270"
"57","-76.42507609","8.645919494","11620",5051,"ANTIOQUIA","ARBOLETES","18525","12213","30738"
"58","-73.46781846","5.723895303","12299",15051,"BOYACA","ARCABUCO","3402","1796","5198"
"59","-74.13512013","8.19705314","12414",13042,"BOLIVAR","ARENAL","11451","3963","15414"
"60","-75.1215491","5.704983804","12228",5055,"ANTIOQUIA","ARGELIA","7250","2841","10091"
"61","-74.09745802","9.825701692","12023",47058,"MAGDALENA","ARIGUANI","12734","18313","31047"
"62","-75.36890957","10.13519664","12584",13052,"BOLIVAR","ARJONA","12956","47451","60407"
"63","-75.82478798","6.162439993","11583",5059,"ANTIOQUIA","ARMENIA","3434","1762","5196"
"64","-74.88129863","4.988725169","12242",73055,"TOLIMA","ARMERO","4200","8864","13064"
"65","-75.04990136","10.19650271","11595",13062,"BOLIVAR","ARROYOHONDO","3588","5216","8804"
"66","-73.97883443","9.489855671","11597",20032,"CESAR","ASTREA","9530","8864","18394"
"67","-75.53123033","3.409733195","11933",73067,"TOLIMA","ATACO","17340","4602","21942"
"68","-76.60933839","5.565955479","12255",27050,"CHOCO","ATRATO","5073","2488","7561"
"69","-75.04607332","8.241418495","12189",23068,"CORDOBA","AYAPEL","22086","20456","42542"
"70","-76.27265237","5.476825385","12633",27073,"CHOCO","BAGADO","6082","2372","8454"
"71","-77.36170964","6.304711755","11994",27075,"CHOCO","BAHIA SOLANO","4864","4230","9094"
"72","-77.23421814","4.988572344","12143",27077,"CHOCO","BAJO BAUDO","13752","2623","16375"
"73","-75.98727322","4.917794976","12257",66075,"RISARALDA","BALBOA","4544","1809","6353"
"74","-74.92382426","10.78507286","12237",8078,"ATLANTICO","BARANOA","8731","42840","51571"
"75","-74.98730941","3.164918265","11682",41078,"HUILA","BARAYA","4606","4573","9179"
"76","-78.13846538","1.533458245","11639",52079,"NARINO","BARBACOAS","18668","11602","30270"
"77","-75.3432533","6.430761902","12021",5079,"ANTIOQUIA","BARBOSA","23831","18608","42439"
"78","-73.2338683","6.645561905","11883",68079,"SANTANDER","BARICHARA","4997","2654","7651"
"79","-72.99366863","4.474491368","12400",50110,"META","BARRANCA DE UPIA","1010","2187","3197"
"80","-73.78312723","7.044181963","11991",68081,"SANTANDER","BARRANCABERMEJA","19248","170810","190058"
"81","-72.70491375","10.95552258","12169",44078,"LA GUAJIRA","BARRANCAS","13273","13056","26329"
"82","-74.16284648","8.818492433","12570",13074,"BOLIVAR","BARRANCO DE LOBA","10235","4913","15148"
"83","-69.30453657","3.240169424","12048",94343,"GUAINIA","BARRANCO MINAS","4384","0","4384"
"84","-74.83730623","10.98264998","11778",8001,"ATLANTICO","BARRANQUILLA","4047","1142312","1146359"
"85","-73.24521489","9.732536753","12369",20045,"CESAR","BECERRIL","4221","9720","13941"
"86","-75.85169898","4.981160487","11754",17088,"CALDAS","BELALCAZAR","6845","5027","11872"
"87","-72.92481063","5.97630555","12124",15087,"BOYACA","BELEN","4853","4188","9041"
"88","-76.80729464","7.362606901","11907",27615,"CHOCO","BELEN DE BAJIRA","7676","6231","13907"
"89","-75.93257736","1.46012951","12571",18094,"CAQUETA","BELEN DE LOS ANDAQUIES","5525","5556","11081"
"90","-75.91387635","5.194985294","11850",66088,"RISARALDA","BELEN DE UMBRIA","14893","12824","27717"
"91","-75.60205263","6.356132892","11729",5088,"ANTIOQUIA","BELLO","13452","358139","371591"
"92","-75.65686908","6.624096899","12050",5086,"ANTIOQUIA","BELMIRA","4505","1683","6188"
"93","-74.78046039","4.709592426","12220",25086,"CUNDINAMARCA","BELTRAN","1597","350","1947"
"94","-73.12605761","5.185133957","11961",15090,"BOYACA","BERBEO","1501","412","1913"
"95","-76.03045348","5.71390082","12602",5091,"ANTIOQUIA","BETANIA","6436","3810","10246"
"96","-72.87078257","5.894272329","12206",15092,"BOYACA","BETEITIVA","2084","395","2479"
"97","-73.39157675","6.996235495","11972",68092,"SANTANDER","BETULIA","4167","1183","5350"
"98","-74.55203148","4.828949743","11855",25095,"CUNDINAMARCA","BITUIMA","2240","417","2657"
"99","-72.64308686","6.30736249","12656",15097,"BOYACA","BOAVITA","5935","2861","8796"
"100","-72.68839621","7.602173448","12134",54099,"NORTE DE SANTANDER","BOCHALEMA","4242","2341","6583"
"101","-74.21445363","4.288578982","12295",11001,"CUNDINAMARCA","SANTAFE DE BOGOTA","15606","6824510","6840116"
"102","-74.33705701","4.687190139","12233",25099,"CUNDINAMARCA","BOJACA","2079","6800","8879"
"103","-77.09710726","6.481317454","11942",27099,"CHOCO","BOJAYA","5369","4572","9941"
"104","-74.15038368","6.098690188","11777",68101,"SANTANDER","BOLIVAR","12581","1415","13996"
"105","-73.8885667","9.929216195","12117",20060,"CESAR","BOSCONIA","2990","27895","30885"
"106","-73.40744922","5.40370253","12156",15104,"BOYACA","BOYACA","4641","433","5074"
"107","-75.5735733","7.110453766","11616",5107,"ANTIOQUIA","BRICENO","6610","2173","8783"
"108","-73.13278616","7.137159365","12589",68001,"SANTANDER","BUCARAMANGA","7296","509216","516512"
"109","-72.94723373","8.060009339","12286",54109,"NORTE DE SANTANDER","BUCARASICA","4011","550","4561"
"110","-77.08586349","3.589503874","12629",76109,"VALLE DEL CAUCA","BUENAVENTURA","35847","292947","328794"
"111","-74.95587475","9.316463014","11599",70110,"SUCRE","BUENAVISTA","1706","7256","8962"
"112","-76.70311453","2.993271672","11749",19110,"CAUCA","BUENOS AIRES","25029","1932","26961"
"113","-77.17220371","1.338141165","12468",52110,"NARINO","BUESACO","17547","4686","22233"
"114","-76.11854636","3.874773961","11934",76111,"VALLE DEL CAUCA","GUADALAJARA DE BUGA","17000","99893","116893"
"115","-76.1279457","4.195744688","11758",76113,"VALLE DEL CAUCA","BUGALAGRANDE","10101","11500","21601"
"116","-75.9170074","6.81199492","12159",5113,"ANTIOQUIA","BURITICA","5460","1495","6955"
"117","-72.89696245","5.811485191","11924",15114,"BOYACA","BUSBANZA","584","301","885"
"118","-73.26765973","6.564402352","12673",68121,"SANTANDER","CABRERA","1458","466","1924"
"119","-72.98028336","4.285325544","12333",50124,"META","CABUYARO","2234","1426","3660"
"120","-67.62845841","3.298319413","12406",94886,"GUAINIA","CACAHUAL","1592","0","1592"
"121","-75.23403347","7.666670501","12595",5120,"ANTIOQUIA","CACERES","22736","6209","28945"
"122","-74.48706652","4.704235419","11789",25123,"CUNDINAMARCA","CACHIPAY","6795","3200","9995"
"123","-73.19647695","7.65717673","12304",54128,"NORTE DE SANTANDER","CACHIRA","9125","1494","10619"
"124","-72.67831141","7.250459456","12479",54125,"NORTE DE SANTANDER","CACOTA","1841","742","2583"
"125","-75.99146448","6.425562422","12165",5125,"ANTIOQUIA","CAICEDO","6236","1450","7686"
"126","-75.85576278","4.311062812","12227",76122,"VALLE DEL CAUCA","CAICEDONIA","6807","24140","30947"
"127","-75.10930905","8.774293247","12679",70124,"SUCRE","CAIMITO","8110","2938","11048"
"128","-75.51860305","4.424673105","11615",73124,"TOLIMA","CAJAMARCA","10428","9361","19789"
"129","-76.75186357","2.648972723","12681",19130,"CAUCA","CAJIBIO","33120","1586","34706"
"130","-74.0526047","4.912809545","12453",25126,"CUNDINAMARCA","CAJICA","18280","27111","45391"
"131","-75.00247777","10.21828821","11636",13140,"BOLIVAR","CALAMAR","9526","11196","20722"
"132","-75.6672124","4.461360628","11842",63130,"QUINDIO","CALARCA","17541","56200","73741"
"133","-75.63908383","6.039077571","12503",5129,"ANTIOQUIA","CALDAS","15303","52696","67999"
"134","-76.50838273","2.815945272","12366",19137,"CAUCA","CALDONO","29548","1358","30906"
"135","-76.59957732","3.399817254","12601",76001,"VALLE DEL CAUCA","CALI","36737","2083171","2119908"
"136","-72.99737648","7.407450141","12445",68132,"SANTANDER","CALIFORNIA","944","849","1793"
"137","-76.63905753","3.954522198","12327",76126,"VALLE DEL CAUCA","CALIMA","6326","9171","15497"
"138","-76.39808153","3.069919189","11605",19142,"CAUCA","CALOTO","32773","4148","36921"
"139","-75.31522406","7.034269608","12160",5134,"ANTIOQUIA","CAMPAMENTO","7238","2450","9688"
"140","-74.900319","10.37991127","11587",8137,"ATLANTICO","CAMPO DE LA CRUZ","2640","16467","19107"
"141","-75.37203228","2.655731227","11959",41132,"HUILA","CAMPOALEGRE","8200","23986","32186"
"142","-73.16713403","4.977326572","12359",15135,"BOYACA","CAMPOHERMOSO","3212","853","4065"
"143","-76.25876337","8.748727334","11658",23090,"CORDOBA","CANALETE","13905","3410","17315"
"144","-76.03076503","6.837605167","12055",5138,"ANTIOQUIA","CANASGORDAS","11384","5432","16816"
"145","-74.88636788","10.47412924","12655",8141,"ATLANTICO","CANDELARIA","3254","8781","12035"
"146","-74.12968824","7.229195989","12539",13160,"BOLIVAR","CANTAGALLO","4614","3197","7811"
"147","-74.54398218","5.365503435","12177",25148,"CUNDINAMARCA","CAPARRAPI","13980","2503","16483"
"148","-72.70351156","6.500306455","12096",68147,"SANTANDER","CAPITANEJO","2907","3245","6152"
"149","-73.95722033","4.387062072","11740",25151,"CUNDINAMARCA","CAQUEZA","10032","6410","16442"
"150","-74.74194128","6.326497892","12236",5142,"ANTIOQUIA","CARACOLI","2020","2835","4855"
"151","-75.66962632","5.541438123","12185",5145,"ANTIOQUIA","CARAMANTA","2924","2586","5510"
"152","-72.59324839","6.647990147","12348",68152,"SANTANDER","CARCASI","4588","612","5200"
"153","-76.66269624","7.800925974","11673",5147,"ANTIOQUIA","CAREPA","14020","29105","43125"
"154","-74.76776731","4.107711303","11910",73148,"TOLIMA","CARMEN DE APICALA","2117","6277","8394"
"155","-73.95330127","5.332254481","11741",25154,"CUNDINAMARCA","CARMEN DE CARUPA","6802","1689","8491"
"156","-75.26867021","5.959759406","11912",5148,"ANTIOQUIA","EL CARMEN DE VIBORAL","18281","22731","41012"
"157","-76.99346547","7.019041682","12460",27150,"CHOCO","CARMEN DEL DARIEN","3999","1112","5111"
"158","-75.32130738","6.748060853","11947",5150,"ANTIOQUIA","CAROLINA","944","3027","3971"
"159","-75.46639117","10.421995","12310",13001,"BOLIVAR","CARTAGENA","50317","842228","892545"
"160","-74.60588614","0.852454891","11853",18150,"CAQUETA","CARTAGENA DEL CHAIRA","19252","9426","28678"
"161","-75.97450791","4.686013809","12474",76147,"VALLE DEL CAUCA","CARTAGO","2830","122001","124831"
"162","-71.33787925","1.020809801","12043",97161,"VAUPES","CARURU","2607","635","3242"
"163","-75.21381751","5.002980905","12667",73152,"TOLIMA","CASABIANCA","5406","1503","6909"
"164","-73.53548348","3.793866001","12461",50150,"META","CASTILLA LA NUEVA","3898","3169","7067"
"165","-75.0134869","7.842802572","12407",5154,"ANTIOQUIA","CAUCASIA","18064","69468","87532"
"166","-72.94909193","6.733753854","12383",68160,"SANTANDER","CEPITA","1541","481","2022"
"167","-75.82181985","8.882079088","12272",23162,"CORDOBA","CERETE","36823","47094","83917"
"168","-72.9912605","5.936477225","12007",15162,"BOYACA","CERINZA","2810","1502","4312"
"169","-72.67103103","6.89069591","12451",68162,"SANTANDER","CERRITO","3841","2478","6319"
"170","-74.82646913","10.29371417","12285",47161,"MAGDALENA","CERRO SAN ANTONIO","4076","4243","8319"
"171","-76.59112854","5.365381833","12437",27160,"CHOCO","CERTEGUI","4367","5157","9524"
"172","-77.31677903","1.437542785","12044",52240,"NARINO","CHACHAGUI","6674","6118","12792"
"173","-74.65953691","4.945544167","11864",25168,"CUNDINAMARCA","CHAGUANI","3297","804","4101"
"174","-75.3225761","9.575448183","12041",70230,"SUCRE","CHALAN","1651","2537","4188"
"175","-72.88951092","5.192375031","11911",85015,"CASANARE","CHAMEZA","661","1159","1820"
"176","-75.62452752","3.7370037","11861",73168,"TOLIMA","CHAPARRAL","21374","25338","46712"
"177","-73.1758713","6.175128807","11964",68167,"SANTANDER","CHARALA","5394","6028","11422"
"178","-73.00714336","7.24488646","12358",68169,"SANTANDER","CHARTA","2559","583","3142"
"179","-74.05847064","4.844513601","12394",25175,"CUNDINAMARCA","CHIA","24055","73841","97896"
"180","-76.63891542","7.64417482","12392",5172,"ANTIOQUIA","CHIGORODO","9280","49631","58911"
"181","-75.63809664","9.095372067","12145",23168,"CORDOBA","CHIMA","10824","2815","13639"
"182","-73.77037043","9.219281516","11949",20175,"CESAR","CHIMICHAGUA","19618","11375","30993"
"183","-72.6041309","7.55544869","12653",54172,"NORTE DE SANTANDER","CHINACOTA","5227","9557","14784"
"184","-73.37146801","5.179146696","12089",15172,"BOYACA","CHINAVITA","2557","1184","3741"
"185","-75.70417969","4.97522788","11825",17174,"CALDAS","CHINCHINA","8383","45113","53496"
"186","-75.36127402","9.008150436","12192",23182,"CORDOBA","CHINU","22388","20886","43274"
"187","-74.07538369","4.414811518","12291",25178,"CUNDINAMARCA","CHIPAQUE","6054","2341","8395"
"188","-73.65391972","6.063120116","11986",68179,"SANTANDER","CHIPATA","4500","651","5151"
"189","-73.83847155","5.6136228","12199",15176,"BOYACA","CHIQUINQUIRA","8288","47498","55786"
"190","-73.49619417","5.62009477","11604",15232,"BOYACA","CHIQUIZA","5970","103","6073"
"191","-73.54415005","9.410130383","11913",20178,"CESAR","CHIRIGUANA","8684","13462","22146"
"192","-72.44230505","6.654567082","11881",15180,"BOYACA","CHISCAS","4337","1035","5372"
"193","-72.46774288","6.07790023","12238",15183,"BOYACA","CHITA","8913","1931","10844"
"194","-72.5507277","7.032020283","11894",54174,"NORTE DE SANTANDER","CHITAGA","6771","3408","10179"
"195","-73.45760439","5.961668857","12604",15185,"BOYACA","CHITARAQUE","5644","1067","6711"
"196","-73.28469645","5.540845824","12067",15187,"BOYACA","CHIVATA","3374","1675","5049"
"197","-74.54935502","10.08785424","12482",47170,"MAGDALENA","CHIBOLO","6017","10430","16447"
"198","-73.3739149","4.839487811","11935",15236,"BOYACA","CHIVOR","1714","518","2232"
"199","-73.93903897","4.566877637","12658",25181,"CUNDINAMARCA","CHOACHI","7715","3450","11165"
"200","-73.70005666","5.104010331","11663",25183,"CUNDINAMARCA","CHOCONTA","10292","9220","19512"
"201","-74.6909509","9.232260491","12386",13188,"BOLIVAR","CICUCO","4275","6819","11094"
"202","-74.04297466","10.88913943","12438",47189,"MAGDALENA","CIENAGA","14361","87624","101985"
"203","-75.60555904","8.830220764","11609",23189,"CORDOBA","CIENAGA DE ORO","32307","20838","53145"
"204","-73.29745315","5.363323839","12504",15189,"BOYACA","CIENAGA","3988","1254","5242"
"205","-74.17447717","6.42830271","12372",68190,"SANTANDER","CIMITARRA","21521","12772","34293"
"206","-75.68536142","4.59939743","12371",63190,"QUINDIO","CIRCASIA","7410","20032","27442"
"207","-75.09414332","6.545065437","12216",5190,"ANTIOQUIA","CISNEROS","1878","7804","9682"
"208","-76.05590603","5.844708893","12422",5101,"ANTIOQUIA","BOLIVAR","11968","16311","28279"
"209","-75.30711367","10.53777468","12664",13222,"BOLIVAR","CLEMENCIA","2894","8820","11714"
"210","-75.16983352","6.005794356","12463",5197,"ANTIOQUIA","COCORNA","11126","3993","15119"
"211","-74.95964869","4.336128519","12674",73200,"TOLIMA","COELLO","7484","1533","9017"
"212","-73.99488393","5.084728783","11696",25200,"CUNDINAMARCA","COGUA","12920","5356","18276"
"213","-74.72033699","3.39928973","11750",41206,"HUILA","COLOMBIA","8939","2234","11173"
"214","-77.08715176","1.639494873","11792",52203,"NARINO","COLON","8384","1274","9658"
"215","-75.36232707","9.511758313","11702",70204,"SUCRE","COLOSO","3149","3065","6214"
"216","-73.35743186","5.668674239","11948",15204,"BOYACA","COMBITA","12147","834","12981"
"217","-72.63435441","6.770203828","11667",68207,"SANTANDER","CONCEPCION","3410","2498","5908"
"218","-75.91538991","6.063017192","11811",5209,"ANTIOQUIA","CONCORDIA","13270","8150","21420"
"219","-76.48949619","5.080651117","12004",27205,"CHOCO","CONDOTO","4005","9093","13098"
"220","-73.2099106","6.348763307","12065",68209,"SANTANDER","CONFINES","2390","363","2753"
"221","-77.47820101","1.226516159","12493",52207,"NARINO","CONSACA","8588","1699","10287"
"222","-77.54652123","0.933832253","12018",52210,"NARINO","CONTADERO","4757","1910","6667"
"223","-73.48398357","6.293180591","12197",68211,"SANTANDER","CONTRATACION","1069","2952","4021"
"224","-73.24385676","8.793772687","11971",54206,"NORTE DE SANTANDER","CONVENCION","10529","6076","16605"
"225","-75.51865775","6.352178021","11820",5212,"ANTIOQUIA","COPACABANA","8405","52829","61234"
"226","-74.0613133","5.430736566","11799",15212,"BOYACA","COPER","3490","711","4201"
"227","-74.8932695","9.537874821","12631",13212,"BOLIVAR","CORDOBA","9669","3444","13113"
"228","-76.21154304","3.136683037","11576",19212,"CAUCA","CORINTO","16157","12153","28310"
"229","-72.98807951","6.228408989","12635",68217,"SANTANDER","COROMORO","6463","913","7376"
"230","-75.25247965","9.203820507","12011",70215,"SUCRE","COROZAL","12354","45402","57756"
"231","-72.87519062","5.790688351","12378",15215,"BOYACA","CORRALES","971","1573","2544"
"232","-74.14335179","4.776013577","12508",25214,"CUNDINAMARCA","COTA","9122","10787","19909"
"233","-75.77752688","9.055480772","12095",23300,"CORDOBA","COTORRA","11719","3394","15113"
"234","-72.77631854","6.497179141","12622",15218,"BOYACA","COVARACHIA","2828","496","3324"
"235","-75.67484826","9.376434729","11877",70221,"SUCRE","COVENAS","8210","3121","11331"
"236","-75.17398645","3.727802536","11880",73217,"TOLIMA","COYAIMA","23832","4224","28056"
"237","-70.10032898","6.328157243","11923",81220,"ARAUCA","CRAVO NORTE","1270","2391","3661"
"238","-77.77914551","0.881450918","12661",52224,"NARINO","CUASPUD","6098","2003","8101"
"239","-72.21172442","6.856343022","12374",15223,"BOYACA","CUBARA","4876","1738","6614"
"240","-74.11422113","3.75884138","11804",50223,"META","CUBARRAL","2185","2967","5152"
"241","-73.49011259","5.515531055","12142",15224,"BOYACA","CUCAITA","2972","1596","4568"
"242","-73.80756592","5.21625914","12118",25224,"CUNDINAMARCA","CUCUNUBA","5857","1156","7013"
"243","-72.52179113","8.073408335","12376",54001,"NORTE DE SANTANDER","CUCUTA","20012","567664","587676"
"244","-72.8240901","7.470753632","12275",54223,"NORTE DE SANTANDER","CUCUTILLA","7159","1288","8447"
"245","-72.95924894","5.551899463","12074",15226,"BOYACA","CUITIVA","1804","207","2011"
"246","-73.32251818","4.220168239","12607",50226,"META","CUMARAL","5895","10680","16575"
"247","-69.53041591","4.218912514","12499",99773,"VICHADA","CUMARIBO","24406","4312","28718"
"248","-77.96741309","0.929725556","12036",52227,"NARINO","CUMBAL","24284","6712","30996"
"249","-77.59295483","1.676805554","12670",52233,"NARINO","CUMBITARA","10108","1317","11425"
"250","-74.70695335","3.980310932","12226",73226,"TOLIMA","CUNDAY","8363","2326","10689"
"251","-76.03039949","1.098600113","12063",18205,"CAQUETA","CURILLO","4851","6270","11121"
"252","-73.04601392","6.606302322","11866",68229,"SANTANDER","CURITI","8117","3347","11464"
"253","-73.49586275","9.214602127","11662",20228,"CESAR","CURUMANI","9311","18249","27560"
"254","-76.32476978","6.995846201","11612",5234,"ANTIOQUIA","DABEIBA","15480","8604","24084"
"255","-76.72482399","3.642440607","12591",76233,"VALLE DEL CAUCA","DAGUA","26963","8307","35270"
"256","-73.44315927","11.09529337","12433",44090,"LA GUAJIRA","DIBULLA","18704","3094","21798"
"257","-72.9589147","10.9021345","11728",44098,"LA GUAJIRA","DISTRACCION","7979","3983","11962"
"258","-74.8462394","3.575829209","12175",73236,"TOLIMA","DOLORES","5506","3658","9164"
